body_part,symptom_keyword,severity_modifier,time_course_modifier,body_side_modifier,associated_symptom,population_risk,red_flag_question,emergency_if_yes,rationale,question_priority,clinical_context
GI,ถ่ายดำ,severe,progressive,central,bleeding,general,ถ่ายดำเหมือนยางมะตอยรุนแรงมากแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,bleeding + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,moderate,acute,central,vomiting,general,ถ่ายดำเหมือนยางมะตอยเกิดขึ้นทันทีร่วมกับอาเจียนหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,vomiting + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,moderate,progressive,central,vomiting,general,ถ่ายดำเหมือนยางมะตอยแย่ลงเรื่อยๆร่วมกับอาเจียนหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,vomiting + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,severe,acute,central,vomiting,general,ถ่ายดำเหมือนยางมะตอยรุนแรงมากเกิดขึ้นทันทีร่วมกับอาเจียนหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,vomiting + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,severe,progressive,central,vomiting,general,ถ่ายดำเหมือนยางมะตอยรุนแรงมากแย่ลงเรื่อยๆร่วมกับอาเจียนหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,vomiting + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,moderate,acute,central,weakness,general,ถ่ายดำเหมือนยางมะตอยเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,weakness + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,moderate,progressive,central,weakness,general,ถ่ายดำเหมือนยางมะตอยแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,weakness + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,severe,acute,central,weakness,general,ถ่ายดำเหมือนยางมะตอยรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,weakness + ถ่ายดำ → Higher emergency risk
GI,ถ่ายดำ,severe,progressive,central,weakness,general,ถ่ายดำเหมือนยางมะตอยรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,เลือดออกในทางเดินอาหาร,1,weakness + ถ่ายดำ → Higher emergency risk
fever,ไข้,mild,acute,left,,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Acute mild left ไข้
fever,ไข้,mild,acute,right,,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Acute mild right ไข้
fever,ไข้,mild,acute,bilateral,,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Acute mild bilateral ไข้
fever,ไข้,mild,acute,central,,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Acute mild central ไข้
fever,ไข้,mild,subacute,left,,general,ไข้สูงมากร่วมกับซึมด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute mild left ไข้
fever,ไข้,mild,subacute,right,,general,ไข้สูงมากร่วมกับซึมด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute mild right ไข้
fever,ไข้,mild,subacute,bilateral,,general,ไข้สูงมากร่วมกับซึมทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute mild bilateral ไข้
fever,ไข้,mild,subacute,central,,general,ไข้สูงมากร่วมกับซึมหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute mild central ไข้
fever,ไข้,mild,progressive,left,,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive mild left ไข้
fever,ไข้,mild,progressive,right,,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive mild right ไข้
fever,ไข้,mild,progressive,bilateral,,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive mild bilateral ไข้
fever,ไข้,mild,progressive,central,,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive mild central ไข้
fever,ไข้,mild,recurrent,left,,general,ไข้สูงมากร่วมกับซึมเป็นๆ หายๆด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent mild left ไข้
fever,ไข้,mild,recurrent,right,,general,ไข้สูงมากร่วมกับซึมเป็นๆ หายๆด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent mild right ไข้
fever,ไข้,mild,recurrent,bilateral,,general,ไข้สูงมากร่วมกับซึมเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent mild bilateral ไข้
fever,ไข้,mild,recurrent,central,,general,ไข้สูงมากร่วมกับซึมเป็นๆ หายๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent mild central ไข้
fever,ไข้,severe,acute,left,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Acute severe left ไข้
fever,ไข้,severe,acute,right,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Acute severe right ไข้
fever,ไข้,severe,acute,bilateral,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Acute severe bilateral ไข้
fever,ไข้,severe,acute,central,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Acute severe central ไข้
fever,ไข้,severe,subacute,left,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute severe left ไข้
fever,ไข้,severe,subacute,right,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute severe right ไข้
fever,ไข้,severe,subacute,bilateral,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute severe bilateral ไข้
fever,ไข้,severe,subacute,central,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Subacute severe central ไข้
fever,ไข้,severe,progressive,left,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive severe left ไข้
fever,ไข้,severe,progressive,right,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive severe right ไข้
fever,ไข้,severe,progressive,bilateral,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive severe bilateral ไข้
fever,ไข้,severe,progressive,central,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,2,Progressive severe central ไข้
fever,ไข้,severe,recurrent,left,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent severe left ไข้
fever,ไข้,severe,recurrent,right,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent severe right ไข้
fever,ไข้,severe,recurrent,bilateral,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent severe bilateral ไข้
fever,ไข้,severe,recurrent,central,,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเป็นๆ หายๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,3,Recurrent severe central ไข้
fever,ไข้,moderate,acute,central,weakness,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,weakness + ไข้ → Higher emergency risk
fever,ไข้,moderate,progressive,central,weakness,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,weakness + ไข้ → Higher emergency risk
fever,ไข้,severe,acute,central,weakness,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,weakness + ไข้ → Higher emergency risk
fever,ไข้,severe,progressive,central,weakness,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,weakness + ไข้ → Higher emergency risk
fever,ไข้,moderate,acute,central,bleeding,general,ไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,bleeding + ไข้ → Higher emergency risk
fever,ไข้,moderate,progressive,central,bleeding,general,ไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,bleeding + ไข้ → Higher emergency risk
fever,ไข้,severe,acute,central,bleeding,general,ไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีร่วมกับเลือดออกหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,bleeding + ไข้ → Higher emergency risk
fever,ไข้,severe,progressive,central,bleeding,general,ไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆร่วมกับเลือดออกหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,bleeding + ไข้ → Higher emergency risk
fever,ไข้,moderate,acute,central,,pediatric,เด็กไข้สูงมากร่วมกับซึมเกิดขึ้นทันทีหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Pediatric + ไข้ → Lower threshold
fever,ไข้,moderate,progressive,central,,pediatric,เด็กไข้สูงมากร่วมกับซึมแย่ลงเรื่อยๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Pediatric + ไข้ → Lower threshold
fever,ไข้,severe,acute,central,,pediatric,เด็กไข้สูงมากร่วมกับซึมรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Pediatric + ไข้ → Lower threshold
fever,ไข้,severe,progressive,central,,pediatric,เด็กไข้สูงมากร่วมกับซึมรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,ภาวะติดเชื้อในกระแสเลือด,1,Pediatric + ไข้ → Lower threshold
OB-GYN,ปวดท้องน้อย,mild,acute,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Acute mild left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,acute,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Acute mild right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,acute,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Acute mild bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,acute,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Acute mild central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,subacute,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute mild left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,subacute,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute mild right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,subacute,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute mild bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,subacute,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute mild central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,progressive,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive mild left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,progressive,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive mild right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,progressive,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive mild bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,progressive,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive mild central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,recurrent,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเป็นๆ หายๆด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent mild left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,recurrent,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเป็นๆ หายๆด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent mild right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,recurrent,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent mild bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,mild,recurrent,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเป็นๆ หายๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent mild central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,acute,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Acute severe left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,acute,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Acute severe right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,acute,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Acute severe bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,acute,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Acute severe central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,subacute,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute severe left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,subacute,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute severe right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,subacute,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute severe bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,subacute,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Subacute severe central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,progressive,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive severe left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,progressive,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive severe right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,progressive,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive severe bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,progressive,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,2,Progressive severe central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,recurrent,left,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเป็นๆ หายๆด้านซ้ายหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent severe left ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,recurrent,right,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเป็นๆ หายๆด้านขวาหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent severe right ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,recurrent,bilateral,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent severe bilateral ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,severe,recurrent,central,,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเป็นๆ หายๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,3,Recurrent severe central ปวดท้องน้อย
OB-GYN,ปวดท้องน้อย,moderate,acute,central,fever,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีร่วมกับไข้สูงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,fever + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,moderate,progressive,central,fever,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,fever + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,severe,acute,central,fever,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีร่วมกับไข้สูงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,fever + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,severe,progressive,central,fever,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆร่วมกับไข้สูงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,fever + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,moderate,acute,central,weakness,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,weakness + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,moderate,progressive,central,weakness,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,weakness + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,severe,acute,central,weakness,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีร่วมกับอ่อนแรงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,weakness + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,severe,progressive,central,weakness,general,ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆร่วมกับอ่อนแรงหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,weakness + ปวดท้องน้อย → Higher emergency risk
OB-GYN,ปวดท้องน้อย,moderate,acute,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องน้อยร่วมกับเลือดออกผิดปกติเกิดขึ้นทันทีหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Pregnancy + ปวดท้องน้อย → Lower threshold
OB-GYN,ปวดท้องน้อย,moderate,progressive,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องน้อยร่วมกับเลือดออกผิดปกติแย่ลงเรื่อยๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Pregnancy + ปวดท้องน้อย → Lower threshold
OB-GYN,ปวดท้องน้อย,severe,acute,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากเกิดขึ้นทันทีหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Pregnancy + ปวดท้องน้อย → Lower threshold
OB-GYN,ปวดท้องน้อย,severe,progressive,central,,pregnancy,หญิงตั้งครรภ์ปวดท้องน้อยร่วมกับเลือดออกผิดปกติรุนแรงมากแย่ลงเรื่อยๆหรือไม่,yes,เสี่ยงท้องนอกมดลูก,1,Pregnancy + ปวดท้องน้อย → Lower threshold
pediatric,เด็กซึม,mild,acute,left,,general,เด็กซึมไม่กินไม่เล่นเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Acute mild left เด็กซึม
pediatric,เด็กซึม,mild,acute,right,,general,เด็กซึมไม่กินไม่เล่นเกิดขึ้นทันทีด้านขวาหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Acute mild right เด็กซึม
pediatric,เด็กซึม,mild,acute,bilateral,,general,เด็กซึมไม่กินไม่เล่นเกิดขึ้นทันทีทั้งสองข้างหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Acute mild bilateral เด็กซึม
pediatric,เด็กซึม,mild,acute,central,,general,เด็กซึมไม่กินไม่เล่นเกิดขึ้นทันทีหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Acute mild central เด็กซึม
pediatric,เด็กซึม,mild,subacute,left,,general,เด็กซึมไม่กินไม่เล่นด้านซ้ายหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Subacute mild left เด็กซึม
pediatric,เด็กซึม,mild,subacute,right,,general,เด็กซึมไม่กินไม่เล่นด้านขวาหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Subacute mild right เด็กซึม
pediatric,เด็กซึม,mild,subacute,bilateral,,general,เด็กซึมไม่กินไม่เล่นทั้งสองข้างหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Subacute mild bilateral เด็กซึม
pediatric,เด็กซึม,mild,subacute,central,,general,เด็กซึมไม่กินไม่เล่นหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Subacute mild central เด็กซึม
pediatric,เด็กซึม,mild,progressive,left,,general,เด็กซึมไม่กินไม่เล่นแย่ลงเรื่อยๆด้านซ้ายหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,2,Progressive mild left เด็กซึม
pediatric,เด็กซึม,mild,progressive,right,,general,เด็กซึมไม่กินไม่เล่นแย่ลงเรื่อยๆด้านขวาหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,2,Progressive mild right เด็กซึม
pediatric,เด็กซึม,mild,progressive,bilateral,,general,เด็กซึมไม่กินไม่เล่นแย่ลงเรื่อยๆทั้งสองข้างหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,2,Progressive mild bilateral เด็กซึม
pediatric,เด็กซึม,mild,progressive,central,,general,เด็กซึมไม่กินไม่เล่นแย่ลงเรื่อยๆหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,2,Progressive mild central เด็กซึม
pediatric,เด็กซึม,mild,recurrent,left,,general,เด็กซึมไม่กินไม่เล่นเป็นๆ หายๆด้านซ้ายหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Recurrent mild left เด็กซึม
pediatric,เด็กซึม,mild,recurrent,right,,general,เด็กซึมไม่กินไม่เล่นเป็นๆ หายๆด้านขวาหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Recurrent mild right เด็กซึม
pediatric,เด็กซึม,mild,recurrent,bilateral,,general,เด็กซึมไม่กินไม่เล่นเป็นๆ หายๆทั้งสองข้างหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Recurrent mild bilateral เด็กซึม
pediatric,เด็กซึม,mild,recurrent,central,,general,เด็กซึมไม่กินไม่เล่นเป็นๆ หายๆหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,3,Recurrent mild central เด็กซึม
pediatric,เด็กซึม,severe,acute,left,,general,เด็กซึมไม่กินไม่เล่นรุนแรงมากเกิดขึ้นทันทีด้านซ้ายหรือไม่,yes,ภาวะฉุกเฉินในเด็ก,1,Acute severe left เด็กซึม
